,range_metallic_valence,avg_Cohesive_energy,avg_heat_atomization(kJ/mol),range_l_quantum_number,avg_1st_ionization_potential_(kJ/mol),avg_metallic_valence,range_valence_p,range_Number_of_unfilled_p_valence_electrons,avg_thermal_conductivity_(W/(m_K))_,range_Density_(g/mL),range_number_of_valence_electrons,avg_Density_(g/mL),range_gilmor_number_of_valence_electron,range_Molar_Denstiy_(mol/ml),avg_heat_of_vaporization_(kJ/mol)_,avg_Gordy_electonegativity,range_Number_of_unfilled_d_valence_electrons,range_valence_d,range_heat_of_fusion_(kJ/mol)_,range_Mendele_Number,range_Gordy_electonegativity,range_abs_valence,avg_Critical_Temperature,range_Molar_Heat_Capacity(J/mol_K),range_Pauling_Electronegativity,range_group,range_1st_ionization_potential_(kJ/mol),range_Boiling_Point_(K),range_Critical_Temperature,range_families,range_Allred-Rockow_electronegativity,range_heat_atomization(kJ/mol),avg_Atomic_Number,range_heat_of_vaporization_(kJ/mol)_,avg_Atomic_Weight,range_Cohesive_energy,avg_l_quantum_number,avg_abs_valence,avg_Period,range_valence_s,range_Number_of_unfilled_s_valence_electrons,range_Atomic_Radus,avg_polarizability(A^3),avg_Molar_Heat_Capacity(J/mol_K),avg_valence_d,avg_Number_of_unfilled_d_valence_electrons,range_Zunger_radii_sum,avg_group,range_thermal_conductivity_(W/(m_K))_,range_Covalent_Radius,avg_number_of_valence_electrons,sum_valence_d,sum_Density_(g/mL),range_Atomic_Weight,avg_outer_shell_electrons,range_Atomic_Number,avg_families,avg_Molar_Denstiy_(mol/ml),avg_gilmor_number_of_valence_electron,avg_heat_of_fusion_(kJ/mol)_,range_outer_shell_electrons,range_Number_of_unfilled_f_valence_electrons,range_valence_f,range_Period,avg_Boiling_Point_(K),range_ionic_radius,avg_valence_p,avg_Number_of_unfilled_p_valence_electrons,range_polarizability(A^3),range_Melting_point_(K),avg_Number_of_unfilled_f_valence_electrons,avg_valence_f,avg_Number_of_unfilled_s_valence_electrons,avg_valence_s,sum_Melting_point_(K),avg_Melting_point_(K),range_Nagle_electonegativity,avg_Pauling_Electronegativity,avg_Atomic_Radus,sum_thermal_conductivity_(W/(m_K))_,avg_Mendele_Number,sum_metallic_valence,sum_Number_of_unfilled_s_valence_electrons,avg_Covalent_Radius,avg_Zunger_radii_sum,range_specific_heat_(J/g_K)_,range_Orbital_Radius(pm),avg_Nagle_electonegativity,sum_valence_f,sum_Gordy_electonegativity,avg_Allred-Rockow_electronegativity,sum_Nagle_electonegativity,sum_l_quantum_number,sum_Molar_Denstiy_(mol/ml),avg_Orbital_Radius(pm),sum_Atomic_Number,sum_Number_of_unfilled_d_valence_electrons,sum_Molar_Heat_Capacity(J/mol_K),sum_polarizability(A^3),avg_ionic_radius,avg_specific_heat_(J/g_K)_,sum_1st_ionization_potential_(kJ/mol),sum_Number_of_unfilled_p_valence_electrons,sum_Atomic_Weight,sum_Critical_Temperature,sum_Zunger_radii_sum,sum_Allred-Rockow_electronegativity,sum_group,sum_Pauling_Electronegativity,sum_specific_heat_(J/g_K)_,sum_Boiling_Point_(K),sum_Period,sum_abs_valence,sum_Orbital_Radius(pm),sum_heat_of_fusion_(kJ/mol)_,sum_Atomic_Radus,sum_Number_of_unfilled_f_valence_electrons,sum_heat_of_vaporization_(kJ/mol)_,sum_ionic_radius,sum_valence_s,sum_valence_p,sum_Covalent_Radius,sum_outer_shell_electrons,sum_families,sum_Mendele_Number,sum_number_of_valence_electrons,sum_Cohesive_energy,sum_gilmor_number_of_valence_electron,sum_heat_atomization(kJ/mol)
520,3.78,4.550909090909091,439.27272727272725,2.0,747.5454545454546,4.363636363636363,2.0,2.0,91.33636363636364,17.159999999999997,6.0,11.885454545454545,1.0,0.0824999999999999,395.1,5.614372727272727,10.0,10.0,33.68,54.0,3.2044999999999995,6.0,7532.727272727272,4.1137000000000015,1.0000000000000002,11.0,331.0,2600.9999999999995,3800.0,3.0,0.8999999999999999,487.0,54.27272727272727,460.5,130.99318181818182,5.08,1.5454545454545454,4.090909090909091,5.090909090909091,0.0,0.0,1.06,9.263636363636364,24.82619090909091,4.363636363636363,5.636363636363637,2.38,11.0,133.1,0.6300000000000001,5.545454545454545,48.0,130.74,119.61,2.7272727272727275,45.0,4.818181818181818,0.0820454545454545,3.727272727272727,24.35363636363636,2.0,14.0,14.0,2.0,3321.240909090909,0.6000000000000001,0.9090909090909092,5.090909090909091,21.6,2253.4,8.272727272727273,5.7272727272727275,0.0,2.0,17569.45,1597.2227272727273,0.75,1.9636363636363636,1.6027272727272728,1004.7,66.45454545454547,48.0,0.0,1.371818181818182,2.253818181818182,0.19,73.6,1.550909090909091,63.0,61.7581,1.7354545454545454,17.06,17.0,0.9025,125.9818181818182,597.0,62.0,273.0881,101.9,1.3954545454545455,0.2218181818181818,8223.0,56.0,1440.9250000000002,82860.0,24.792,19.09,121.0,21.6,2.44,36533.65,56.0,45.0,1385.8,267.89,17.63,91.0,4346.1,15.35,22.0,10.0,15.09,30.0,53.0,731.0,61.0,50.06,41.0,4832.0
521,1.0,3.39,325.5,2.0,974.5,2.5,3.0,3.0,6.965,5.24,2.0,2.62,2.0,0.0345,73.145,5.940049999999999,0.0,0.0,8.850000000000001,57.0,1.8799,4.0,2363.095,12.7837,1.84,12.0,855.0,1724.8000000000002,4473.81,4.0,1.98,295.0,35.0,140.71,82.9875,3.0599999999999996,2.0,5.0,4.0,0.0,0.0,1.75,14.4,20.96185,0.0,10.0,3.4,9.0,13.87,1.1,4.0,0.0,5.24,137.955,3.5,56.0,5.0,0.01725,4.0,4.785,3.0,7.0,7.0,4.0,939.75,1.2000000000000002,1.5,4.5,26.6,1031.9,10.5,3.5,0.0,2.0,1158.4,579.2,2.06,2.12,1.435,13.93,53.5,5.0,0.0,1.3,2.24,0.8600000000000001,130.5,2.09,7.0,11.8801,2.08,4.18,4.0,0.0345,117.35,70.0,20.0,41.9237,28.8,1.25,0.61,1949.0,9.0,165.975,4726.19,4.48,4.16,18.0,4.24,1.22,1879.5,8.0,10.0,234.7,9.57,2.87,21.0,146.29,2.5,4.0,3.0,2.6,7.0,10.0,107.0,8.0,6.78,8.0,651.0
522,2.0,2.24,213.5,2.0,930.5,1.0,4.0,4.0,6.965,5.24,3.0,2.62,3.0,0.0345,73.455,6.6850499999999995,0.0,0.0,8.99,62.0,3.3698999999999995,3.0,2377.29,12.6337,2.24,13.0,767.0,1712.0,4445.42,4.0,2.5199999999999996,71.0,35.5,140.09,83.9825,0.76,2.0,5.5,4.0,0.0,0.0,1.83,14.245,21.03685,0.0,10.0,3.47,9.5,13.87,1.12,4.5,0.0,5.24,135.965,4.0,55.0,5.0,0.01725,4.5,4.715000000000001,4.0,7.0,7.0,4.0,946.15,1.25,2.0,4.0,26.91,1040.4,10.5,3.5,0.0,2.0,1149.9,574.95,2.56,2.32,1.395,13.93,56.0,2.0,0.0,1.29,2.205,0.74,137.6,2.34,7.0,13.3701,2.35,4.68,4.0,0.0345,113.8,71.0,20.0,42.0737,28.49,1.225,0.55,1861.0,8.0,167.965,4754.58,4.41,4.7,19.0,4.64,1.1,1892.3,8.0,11.0,227.6,9.43,2.79,21.0,146.91,2.45,4.0,4.0,2.58,8.0,10.0,112.0,9.0,4.48,9.0,427.0
523,0.0,2.355,228.5,2.0,773.5,2.0,4.0,4.0,7.085,3.1700000000000004,3.0,3.655,3.0,0.0254999999999999,76.65,5.42505,0.0,0.0,7.490000000000001,63.0,0.8498999999999999,3.0,2957.0,4.5837,1.38,13.0,453.0,1084.3000000000002,3286.0,4.0,1.4999999999999998,101.0,39.5,133.7,92.0175,0.99,2.0,5.5,4.5,0.0,0.0,1.4300000000000002,15.3,25.06185,0.0,10.0,2.84,9.5,13.63,0.8300000000000001,4.5,0.0,7.31,119.895,4.0,47.0,5.0,0.04725,4.5,5.465000000000001,4.0,7.0,7.0,3.0,1260.0,0.8500000000000001,2.0,4.0,24.8,709.2,10.5,3.5,0.0,2.0,1481.1,740.5500000000001,1.4300000000000002,1.89,1.595,14.17,56.5,4.0,0.0,1.435,2.52,0.53,101.6,1.775,7.0,10.8501,1.84,3.5500000000000003,4.0,0.0945,131.8,79.0,20.0,50.1237,30.6,1.425,0.4449999999999999,1547.0,8.0,184.035,5914.0,5.04,3.68,19.0,3.78,0.8899999999999999,2520.0,9.0,11.0,263.6,10.93,3.19,21.0,153.3,2.85,4.0,4.0,2.87,8.0,10.0,113.0,9.0,4.71,9.0,457.0
524,0.0,2.16,202.5,2.0,744.0,2.0,4.0,4.0,7.21,0.4500000000000002,3.0,5.015000000000001,3.0,0.0254999999999999,90.6,5.38005,0.0,0.0,2.5200000000000005,64.0,0.7599,3.0,3178.5,2.0837000000000003,1.35,13.0,394.0,844.0000000000001,2843.0,4.0,1.34,49.0,48.5,105.8,115.4625,0.5999999999999999,2.0,5.5,5.0,0.0,0.0,1.28,15.75,26.31185,0.0,10.0,2.65,9.5,13.38,0.6900000000000002,4.5,0.0,10.03,73.00500000000001,4.0,29.0,5.0,0.04725,4.5,7.950000000000001,4.0,7.0,7.0,2.0,1380.15,0.7000000000000002,2.0,4.0,23.9,605.0000000000001,10.5,3.5,0.0,2.0,1585.3000000000002,792.6500000000001,1.25,1.875,1.67,14.42,57.0,4.0,0.0,1.505,2.615,0.14,90.8,1.685,7.0,10.7601,1.7600000000000002,3.37,4.0,0.0945,137.2,97.0,20.0,52.6237,31.5,1.5,0.25,1488.0,8.0,230.925,6357.0,5.23,3.5200000000000005,19.0,3.75,0.5,2760.3,10.0,11.0,274.4,15.900000000000002,3.34,21.0,181.2,3.0,4.0,4.0,3.01,8.0,10.0,114.0,9.0,4.32,9.0,405.0
525,0.0,2.025,187.5,2.0,708.0,2.0,4.0,4.0,8.125,1.0,3.0,5.74,3.0,0.0155,98.025,5.2200500000000005,10.0,10.0,8.279999999999998,65.0,0.4399000000000006,3.0,3464.5,1.8337000000000003,0.9000000000000001,13.0,322.0,539.2,2271.0,3.0,1.07,19.0,57.5,90.95,139.7825,0.3299999999999998,2.0,5.5,5.5,0.0,0.0,1.08,16.6,26.43685,5.0,5.0,2.27,9.5,11.55,0.5,4.5,10.0,11.48,24.36500000000001,2.0,11.0,4.5,0.04225,4.5,13.35,0.0,7.0,7.0,1.0,1532.5500000000002,0.4500000000000002,2.0,4.0,22.2,372.5000000000001,10.5,3.5,0.0,2.0,1817.8,908.9,1.02,1.65,1.77,16.25,57.5,4.0,0.0,1.6,2.8049999999999997,0.02,71.5,1.57,7.0,10.4401,1.625,3.14,4.0,0.0845,146.85,115.0,10.0,52.8737,33.2,1.625,0.19,1416.0,8.0,279.565,6929.0,5.609999999999999,3.25,19.0,3.3,0.38,3065.1000000000004,11.0,11.0,293.7,26.7,3.54,21.0,196.05,3.25,4.0,4.0,3.2,4.0,9.0,115.0,9.0,4.05,9.0,375.0
526,5.0,2.9416666666666664,281.3333333333333,2.0,1075.6666666666667,1.1666666666666663,4.0,4.0,7.453333333333332,6.11,3.0,1.8916666666666664,3.0,0.12,101.69,6.946683333333333,3.0,3.0,20.68,62.0,5.169999999999999,4.0,1858.0533333333333,12.6337,2.24,13.0,767.0,3563.0,5775.42,4.0,2.5199999999999996,336.0,19.666666666666664,449.59,44.48416666666666,3.4499999999999993,1.5,4.333333333333333,3.0,0.0,0.0,1.83,7.209999999999999,18.532283333333332,0.5,9.5,3.47,12.0,30.67,1.12,5.333333333333333,3.0,11.35,135.965,4.666666666666667,55.0,5.833333333333332,0.0257499999999999,5.0,5.164999999999999,4.0,7.0,7.0,4.0,969.3166666666668,1.25,2.6666666666666665,3.333333333333333,26.91,2108.4,12.833333333333332,1.1666666666666663,0.0,2.0,3477.3,579.55,2.56,2.7649999999999997,0.99,44.72,69.83333333333333,7.0,0.0,1.0033333333333332,1.3749999999999998,0.74,137.6,2.8016666666666663,7.0,41.6801,2.843333333333333,16.810000000000002,9.0,0.1545,83.78333333333333,118.0,57.0,111.1937,43.260000000000005,0.9333333333333332,0.725,6454.0,20.0,266.905,11148.32,8.25,17.06,72.0,16.59,4.35,5815.900000000001,18.0,26.0,502.7,30.99,5.9399999999999995,77.0,610.14,5.6,12.0,16.0,6.02,28.0,35.0,419.0,32.0,17.65,30.0,1688.0
527,5.78,3.1166666666666667,296.77777777777777,1.0,1173.8333333333333,1.3088888888888888,4.0,4.0,10.47111111111111,7.86,5.0,1.3066666666666666,3.0,0.22,70.345,7.042222222222222,6.0,6.0,49.98,32.0,4.949999999999999,5.0,1478.9422222222222,13.54,1.61,8.0,552.0,4184.85,9095.42,3.0,1.81,324.0,11.0,486.29,22.63444444444444,3.1899999999999995,1.1111111111111112,3.888888888888889,2.388888888888889,0.0,0.0,1.08,2.2266666666666666,17.13111111111111,0.6666666666666666,9.333333333333332,1.64,14.777777777777777,80.17,0.52,5.888888888888889,12.0,23.520000000000003,45.04,5.222222222222222,21.0,6.611111111111111,0.0377777777777777,5.555555555555555,4.578888888888889,4.0,0.0,0.0,2.0,725.6972222222222,0.7999999999999999,3.2222222222222223,2.7777777777777777,7.61,2297.4,13.999999999999998,0.0,0.0,2.0,7577.200000000001,420.9555555555556,2.22,2.9749999999999996,0.705,188.48,81.94444444444444,23.56,0.0,0.8477777777777777,0.7988888888888888,0.5800000000000001,77.7,3.051111111111111,0.0,126.76,3.0955555555555554,54.92,20.0,0.6799999999999999,63.261111111111106,198.0,168.0,308.36,40.08,0.7694444444444444,0.8472222222222221,21129.0,50.0,407.42,26620.96,14.38,55.72,266.0,53.55,15.25,13062.55,43.0,70.0,1138.7,82.42000000000002,12.69,252.0,1266.2100000000005,13.85,36.0,58.0,15.26,94.0,119.0,1475.0,106.0,56.10000000000001,100.0,5342.0
528,5.78,3.2840000000000003,316.6,1.0,1093.2,2.3120000000000003,4.0,4.0,32.098000000000006,7.86,2.0,3.144,1.0,0.14,141.886,6.39,6.0,6.0,13.58,32.0,4.949999999999999,2.0,3792.748,9.85,1.61,8.0,552.0,2933.0,9095.42,3.0,1.81,169.0,15.2,346.19,31.940000000000005,1.66,1.4,4.800000000000001,2.8,0.0,0.0,1.08,3.834000000000001,18.660000000000004,2.4000000000000004,7.6,1.64,12.8,80.17,0.52,6.8,12.0,15.72,39.85,4.3999999999999995,18.0,5.800000000000001,0.056,5.6,5.652,4.0,0.0,0.0,2.0,1263.35,0.7999999999999999,2.4,3.6000000000000005,7.61,1753.4,14.0,0.0,0.0,2.0,3780.55,756.1100000000001,2.22,2.7960000000000003,0.912,160.49,74.19999999999999,11.56,0.0,0.938,1.126,0.48,77.7,2.732,0.0,31.95,2.886,13.66,7.0,0.28,76.08000000000001,76.0,38.0,93.3,19.17,0.92,0.7280000000000001,5466.0,18.0,159.7,18963.74,5.63,14.43,64.0,13.98,3.64,6316.75,14.0,24.0,380.4,28.26,4.5600000000000005,70.0,709.4300000000001,4.6,10.0,12.0,4.6899999999999995,22.0,29.0,371.0,34.0,16.42,28.0,1583.0
529,3.78,3.026,285.4,1.0,826.2,3.5120000000000005,4.0,4.0,33.49,1.62,2.0,6.888,1.0,0.09,171.37,4.632000000000001,4.0,4.0,3.6899999999999977,35.0,2.0200000000000005,2.0,5097.4,0.9499999999999992,0.27,8.0,107.0,1760.2,6921.0,2.0,0.3600000000000001,221.0,41.6,297.05,98.9,2.0900000000000003,1.4,4.800000000000001,4.6,0.0,0.0,0.33,6.66,25.14,8.4,1.6,0.4399999999999999,12.8,77.85000000000001,0.1,6.8,42.0,34.44,71.75,2.0,26.0,5.199999999999999,0.086,5.6,16.014,0.0,0.0,0.0,1.0,1967.03,0.0,2.4,3.6000000000000005,2.9000000000000004,1085.5,14.0,0.0,0.0,2.0,5784.25,1156.85,0.6800000000000002,1.992,1.362,167.45000000000002,76.0,17.560000000000002,0.0,1.31,1.846,0.24,11.600000000000009,1.808,0.0,23.16,2.016,9.04,7.0,0.43,115.74,208.0,8.0,125.7,33.3,1.4,0.296,4131.0,18.0,494.49999999999994,25487.0,9.23,10.08,64.0,9.96,1.48,9835.15,23.0,24.0,578.6999999999999,80.07,6.8100000000000005,70.0,856.85,6.999999999999999,10.0,12.0,6.550000000000001,10.0,26.0,380.0,34.0,15.13,28.0,1427.0
530,3.78,3.0375,289.0,2.0,843.75,3.805,4.0,4.0,127.56,5.71,5.0,6.984999999999999,4.0,0.08,168.895,4.6975,10.0,10.0,7.11,34.0,2.34,6.0,5061.0,0.7800000000000011,0.7199999999999998,8.0,210.0,2065.0,7493.0,3.0,0.6300000000000001,191.0,35.25,311.90000000000003,80.41,1.8200000000000005,1.0,3.5,4.25,1.0,1.0,0.6199999999999999,5.975,25.115,4.0,6.0,1.09,12.75,428.48,0.3700000000000001,7.75,16.0,27.94,52.02,3.75,21.0,5.5,0.09,4.75,9.62,5.0,0.0,0.0,1.0,1856.15,0.4500000000000002,2.0,4.0,4.6000000000000005,1318.0,14.0,0.0,0.25,1.75,4023.6,1005.9,0.91,2.215,1.3175,510.24,74.5,15.22,1.0,1.275,1.7675,0.2,36.8,1.8675,0.0,18.79,2.1325000000000003,7.47,4.0,0.36,108.725,141.0,24.0,100.46,23.9,1.325,0.3299999999999999,3375.0,16.0,321.64,20244.0,7.07,8.530000000000001,51.0,8.86,1.3199999999999998,7424.6,17.0,14.0,434.9,38.48,5.27,56.0,675.58,5.3,7.0,8.0,5.1,15.0,22.0,298.0,31.0,12.15,19.0,1156.0
531,3.78,2.9025,274.0,2.0,807.75,3.805,4.0,4.0,128.475,4.26,5.0,7.71,4.0,0.09,176.32000000000002,4.5375,4.0,4.0,6.189999999999998,35.0,2.0200000000000005,6.0,5347.0,0.9499999999999992,0.27,8.0,138.0,1760.2,6921.0,2.0,0.3600000000000001,221.0,44.25,297.05,104.73,2.0900000000000003,1.0,3.5,4.75,1.0,1.0,0.4199999999999999,6.825,25.24,9.0,1.0,0.71,12.75,426.65,0.28,7.75,36.0,30.84,71.75,1.75,26.0,5.0,0.085,4.75,15.02,1.0,0.0,0.0,1.0,2008.55,0.2000000000000001,2.0,4.0,2.9000000000000004,1085.5,14.0,0.0,0.25,1.75,4488.6,1122.15,0.6800000000000002,1.99,1.4175,513.9,75.0,15.22,1.0,1.37,1.9575,0.24,17.5,1.7525,0.0,18.15,1.9975,7.01,4.0,0.34,118.375,177.0,4.0,100.96,27.3,1.45,0.27,3231.0,16.0,418.92,21388.0,7.83,7.99,51.0,7.96,1.08,8034.200000000001,19.0,14.0,473.5,60.08,5.67,56.0,705.2800000000001,5.8,7.0,8.0,5.48,7.0,20.0,300.0,31.0,11.61,19.0,1096.0
532,3.78,3.3633333333333333,333.0,1.0,903.0,3.5933333333333333,4.0,4.0,43.49,5.790000000000001,3.0,5.220000000000001,1.0,0.08,131.38666666666668,4.813333333333333,6.0,6.0,25.98,33.0,2.4299999999999997,3.0,4221.333333333333,1.9499999999999993,0.75,8.0,238.0,2305.3,7936.0,3.0,0.7899999999999998,139.0,24.999999999999996,339.8,54.28,1.4300000000000002,1.3333333333333333,4.333333333333333,3.6666666666666665,0.0,0.0,0.68,5.199999999999999,24.02,2.0,7.999999999999999,1.0099999999999998,13.0,79.93,0.2299999999999999,6.333333333333333,6.0,15.66,42.85,4.333333333333333,17.0,5.666666666666666,0.0933333333333333,5.333333333333333,14.406666666666666,4.0,0.0,0.0,1.0,1543.7166666666667,0.3999999999999999,2.333333333333333,3.6666666666666665,5.5,1422.2,13.999999999999998,0.0,0.0,2.0,3284.25,1094.75,1.0900000000000003,2.1966666666666668,1.1933333333333334,130.47,75.66666666666666,10.78,0.0,1.153333333333333,1.5433333333333332,0.3799999999999999,41.7,2.0,0.0,14.44,2.1999999999999997,6.0,4.0,0.28,101.26666666666664,75.0,24.0,72.06,15.6,1.1833333333333331,0.4933333333333333,2709.0,11.0,162.84,12664.0,4.63,6.6,39.0,6.59,1.48,4631.150000000001,11.0,13.0,303.8,43.22,3.58,42.0,394.16,3.55,6.0,7.0,3.46,13.0,17.0,227.0,19.0,10.09,16.0,999.0
533,3.78,3.233333333333333,315.66666666666663,1.0,883.3333333333333,3.5933333333333333,4.0,4.0,43.57333333333333,3.0700000000000003,3.0,6.126666666666667,1.0,0.08,140.68666666666667,4.783333333333333,6.0,6.0,21.01,34.0,2.34,3.0,4369.0,0.6999999999999993,0.7199999999999998,8.0,185.0,2133.0,7493.0,3.0,0.6300000000000001,191.0,30.999999999999996,314.84000000000003,69.91,1.8200000000000005,1.3333333333333333,4.333333333333333,4.0,0.0,0.0,0.53,5.499999999999999,24.85333333333333,2.0,7.999999999999999,0.8199999999999998,13.0,79.68,0.09,6.333333333333333,6.0,18.38,23.109999999999992,4.333333333333333,8.0,5.666666666666666,0.0933333333333333,5.333333333333333,16.063333333333333,4.0,0.0,0.0,0.0,1623.8166666666666,0.25,2.333333333333333,3.6666666666666665,4.6000000000000005,1318.0,13.999999999999998,0.0,0.0,2.0,3388.4500000000003,1129.4833333333331,0.91,2.1866666666666665,1.2433333333333332,130.72,76.0,10.78,0.0,1.1999999999999995,1.6066666666666665,0.12,30.90000000000001,1.94,0.0,14.35,2.1466666666666665,5.82,4.0,0.28,104.86666666666665,93.0,24.0,74.56,16.5,1.2333333333333332,0.3633333333333333,2650.0,11.0,209.73,13107.0,4.82,6.4399999999999995,39.0,6.56,1.09,4871.45,12.0,13.0,314.6,48.19,3.73,42.0,422.06,3.7,6.0,7.0,3.5999999999999996,13.0,17.0,228.0,19.0,9.7,16.0,947.0
534,5.78,2.672857142857143,253.3571428571429,1.0,1151.0,1.0557142857142856,4.0,4.0,6.421428571428571,9.75,3.0,2.2842857142857143,1.0,0.14,42.72785714285714,7.204199999999999,10.0,10.0,13.58,34.0,4.949999999999999,3.0,1466.587142857143,10.55,1.61,8.0,611.0,2933.0,9095.42,3.0,1.81,211.0,20.21428571428571,346.19,46.122169285714286,2.1,1.0714285714285714,4.071428571428571,2.8571428571428568,0.0,0.0,1.08,2.4507142857142856,18.424117457142856,1.1428571428571428,8.857142857142858,1.64,15.357142857142858,80.17,0.73,6.071428571428571,16.0,31.98,192.98037,5.642857142857143,75.0,6.642857142857142,0.0261928571428571,5.857142857142858,3.367857142857143,4.0,14.0,14.0,4.0,610.15,1.0,3.6428571428571432,2.357142857142857,7.61,1753.4,13.0,1.0,0.0,2.0,4315.5,308.25,2.22,3.032857142857143,0.7428571428571429,89.9,85.07142857142857,14.78,0.0,0.9114285714285716,0.8719285714285714,0.8,84.5,3.0528571428571434,14.0,100.8588,3.1135714285714284,42.739999999999995,15.0,0.3667,66.61428571428571,283.0,124.0,257.9376444,34.31,0.8464285714285713,0.7000000000000001,16114.0,33.0,645.71037,20532.22,12.207,43.59,215.0,42.46,9.8,8542.1,40.0,57.0,932.6,47.15,10.4,182.0,598.19,11.849999999999998,28.0,51.0,12.76,79.0,93.0,1191.0,85.0,37.42,82.0,3547.0
535,5.78,2.4763076923076923,235.44615384615383,1.0,1070.5076923076922,1.2427692307692308,4.0,4.0,4.278769230769231,9.75,3.0,3.870923076923077,1.0,0.14,47.73215384615384,6.931846153846154,10.0,10.0,13.58,32.0,4.949999999999999,3.0,2011.9787692307696,10.3576444,1.61,8.0,611.0,2933.0,9095.42,3.0,1.81,211.0,37.12307692307692,346.19,90.83629615384616,2.1,1.015384615384615,3.646153846153846,3.56923076923077,0.0,0.0,1.08,3.4493846153846155,18.855247846153848,3.9384615384615382,6.061538461538461,1.64,15.492307692307692,80.17,0.73,5.646153846153846,256.0,251.61,192.98037,5.553846153846154,75.0,6.184615384615385,0.0201153846153846,5.6,4.6904615384615385,4.0,14.0,14.0,4.0,805.6576923076924,1.0,3.5538461538461537,2.4461538461538463,7.61,1753.4,8.615384615384615,5.384615384615385,0.0,2.0,17547.15,269.9561538461539,2.22,2.869076923076923,0.8620000000000001,278.12,86.12307692307692,80.78,0.0,1.0187692307692309,1.0825384615384614,0.8,84.5,2.897384615384615,350.0,450.56999999999994,2.9667692307692306,188.33,66.0,1.3075,78.69538461538463,2413.0,394.0,1225.59111,224.21,0.9969230769230768,0.604923076923077,69583.0,159.0,5904.35925,130778.62,70.365,192.83999999999995,1007.0,186.49,39.32,52367.75,232.0,237.0,5115.2,304.88,56.03,560.0,3102.59,64.8,130.0,231.0,66.22,361.0,402.0,5598.0,367.0,160.96,364.0,15304.0
536,3.78,3.3675,328.5,1.0,876.75,3.805,4.0,4.0,120.435,6.890000000000001,5.0,5.24,4.0,0.08,167.37500000000003,4.695,10.0,10.0,12.08,33.0,2.4299999999999997,6.0,4324.75,1.8000000000000007,0.75,8.0,255.0,2305.3,7936.0,3.0,0.7899999999999998,139.0,21.75,339.8,45.885000000000005,1.4300000000000002,1.5,3.5,3.5,1.0,1.0,0.68,5.2250000000000005,23.565,4.0,6.0,1.0099999999999998,12.75,400.73,0.3599999999999999,7.75,16.0,20.96,31.479999999999997,3.75,13.0,5.5,0.1,4.75,7.572500000000001,5.0,0.0,0.0,1.0,1824.75,0.3999999999999999,2.0,4.0,5.5,1422.2,14.0,0.0,0.25,1.75,3936.2,984.05,1.0900000000000003,2.2225,1.1925,481.74,73.75,15.22,1.0,1.1675,1.5875,0.3299999999999999,41.7,1.9725,0.0,18.78,2.2075,7.890000000000001,6.0,0.4,100.95,87.0,24.0,94.26,20.9,1.1875,0.56,3507.0,16.0,183.54,17299.0,6.3500000000000005,8.83,51.0,8.89,2.24,7299.0,14.0,14.0,403.8,30.290000000000003,4.77,56.0,669.5000000000001,4.75,7.0,8.0,4.67,15.0,22.0,295.0,31.0,13.47,19.0,1314.0
537,3.78,3.1725000000000003,302.5,1.0,847.25,3.805,4.0,4.0,120.56,4.170000000000001,5.0,6.6,4.0,0.08,181.325,4.65,10.0,10.0,7.11,34.0,2.34,6.0,4546.25,1.120000000000001,0.7199999999999998,8.0,196.0,2065.0,7493.0,3.0,0.6300000000000001,191.0,30.75,311.90000000000003,69.33,1.8200000000000005,1.5,3.5,4.0,1.0,1.0,0.53,5.675000000000001,24.815,4.0,6.0,0.8199999999999998,12.75,400.48,0.2199999999999999,7.75,16.0,26.4,23.109999999999992,3.75,8.0,5.5,0.1,4.75,10.0575,5.0,0.0,0.0,0.0,1944.9,0.25,2.0,4.0,4.6000000000000005,1318.0,14.0,0.0,0.25,1.75,4144.6,1036.15,0.91,2.2075,1.2675,482.24,74.25,15.22,1.0,1.2374999999999998,1.6825,0.12,30.90000000000001,1.8825,0.0,18.6,2.1275000000000004,7.53,6.0,0.4,106.35,123.0,24.0,99.26,22.700000000000003,1.2625,0.365,3389.0,16.0,277.32,18185.0,6.73,8.510000000000002,51.0,8.83,1.46,7779.6,16.0,14.0,425.4,40.23,5.07,56.0,725.3000000000001,5.05,7.0,8.0,4.949999999999999,15.0,22.0,297.0,31.0,12.69,19.0,1210.0
