,formula,target
916,Rb2Cd3S4,2.92
917,Rb2Cd3Se4,2.37
918,Rb2Cd3Te4,2.3
919,Rb2Cu2Sb2S5,1.6
920,Rb2Cu2SnS4,2.08
921,Rb2GeB4O9,5.54
922,Rb2Hg3(GeS4)2,2.8
923,Rb2Mo3Se3O16,3.1
924,Rb2NbCuS4,2.64
925,Rb2NbCuSe4,2.19
926,Rb2Sn2Hg3S8,2.48
927,Rb2Sn3(SbS5)2,2.33
928,Rb2Te,4.5
929,Rb2TeBr6,2.14
930,Rb2TeI6,1.4
931,Rb2Ti(AgS2)2,2.33
932,Rb2Ti(CuS2)2,2.19
933,Rb2VAgS4,1.83
934,Rb2VCuS4,1.85
935,Rb3Bi2Br9,2.62
936,Rb3Bi2I9,1.995
937,Rb3Cd(BO2)5,2.34
938,Rb3Na(MoO4)2,4.84
939,Rb3Nb2AsSe11,1.5
940,Rb3Sb,1.0
941,Rb3Sb2Br9,2.48
942,Rb3Sb2I9,1.94
943,Rb3Ta2AsS11,2.21
944,Rb3Zn(BO2)5,2.66
945,Rb4Ge(PSe3)4,2.0
946,Rb4Ge3B6O17,5.42
947,Rb4Mo5(PO11)2,3.51
948,Rb4Ti3S14,1.59
949,Rb5Li6(BO2)11,6.53
950,Rb7Th2(P2Se7)3,2.07
951,RbAg2SbS4,2.3
952,RbAg5(PS4)2,2.4
953,RbBi3Se5,0.57
954,RbBiS2,1.2733333333333334
955,RbBr,7.45
956,RbCd(BO2)3,4.2
957,RbCl,8.278
958,RbF,10.4
959,RbGaSnSe4,1.88
960,RbGeB3O7,5.58
961,RbH2(IO3)3,4.07
962,RbH3(SeO3)2,4.84
963,RbHgSbTe3,0.2
964,RbI,6.185
965,RbInS2,3.3
966,RbInTe3O8,3.9
967,RbMoPO6,2.96
968,RbNa2Sb,1.0
969,RbNb3(TeO6)2,3.49
970,RbNb4Br11,0.46
971,RbPSe6,2.18
972,RbSbS2,2.063333333333333
973,RbSbSe2,1.62
974,RbTa3(TeO6)2,3.88
975,RbTbSe2,2.5
976,RbV(CuS2)2,1.45
977,RbY(TeO3)2,3.6
978,ReS2,1.1433333333333333
979,ReSe2,1.0699999999999998
980,Rh2S3,0.8
981,RuS2,1.8
982,RuSe2,1.0
983,Sb2O3,3.255
984,Sb2Os,0.23666666666666666
985,Sb2S3,1.70875
986,Sb2Se3,1.161111111111111
987,Sb2Te3,0.2557142857142857
988,Sb3IO4,2.61
989,Sb5IO7,1.95
990,Sb8I2O11,2.72
991,SbI3,2.348
992,SbOsS,1.2
993,SbOsSe,0.4
994,SbPb2S2I3,2.0
995,SbPbBrO2,2.67
996,SbPbIO2,2.48
997,SbRuSe,0.9
998,SbSBr,2.1999999999999997
999,SbSI,1.925
1000,SbSeBr,1.855
1001,SbSeI,1.72
1002,SbTeI,1.2650000000000001
1003,SbTeOs,0.05
1004,SbTeRh,0.5
1005,SbTeRu,0.5
1006,Sc(CuSe)3,0.3
1007,Sc2O3,6.1
1008,Sc2S3,2.0
1009,ScAg(PSe3)2,1.55
1010,ScAgO2,3.8
1011,ScCuO2,3.3
1012,ScNiSb,0.11
1013,ScSbPd,0.23
1014,ScTlS2,1.51
1015,ScTlSe2,0.79
1016,ScTlTe2,0.85
1017,Si(Bi3O5)4,3.225
1018,Si3N4,5.1
1019,Si3Ru2,0.57
1020,SiAs,1.5
1021,SiAs2,0.88
1022,SiB3,2.0
1023,SiGe,0.88
1024,SiP,2.0
1025,SiP2,1.89
1026,SiSe2,1.7299999999999998
1027,SiSn,0.59
1028,Sm(CuTe)3,0.23
1029,Sm(ErSe2)3,2.0
1030,Sm2Mn3(SbS3)4,1.5
1031,Sm2O3,5.0
1032,Sm2S3,2.98
1033,Sm2Se3,2.3
1034,Sm2Te3,0.7
1035,Sm2ZrSe5,1.41
1036,Sm3B(SO)3,2.5
1037,Sm4GaSbS9,2.23
1038,Sm4InSbS9,2.13
1039,SmBiW2O9,3.39
1040,SmCuSe2,2.1
1041,SmCuSeO,2.6
1042,Sn2SbS2I3,1.5
1043,Sn2WO5,2.6
1044,Sn3Ir2Se3,0.43
1045,Sn3WO6,2.49
1046,SnBr2,3.45
1047,SnCl2,3.9
1048,SnGe,0.6666666666666666
1049,SnGeS3,2.23
1050,SnI2,2.4
1051,SnI4,2.38
1052,SnO2,3.6
1053,SnPbS3,0.9750000000000001
1054,SnS,1.1972727272727273
1055,SnS2,2.43
1056,SnSe,0.9922222222222222
1057,SnSe2,1.62
1058,SnTe,0.33
1059,Sr(LaS2)2,2.85
1060,Sr(NdS2)2,2.45
1061,Sr(PrS2)2,2.7
1062,Sr2Be2B2O7,8.0
1063,Sr2ScSbO6,3.57
1064,Sr2SmTaO6,3.38
1065,Sr2TiO4,3.41
1066,Sr2V3Se5O18,2.47
1067,Sr3Ti2O7,3.26
1068,Sr4Te3(ClO2)4,4.0
1069,Sr4V2(Se2O7)3,2.66
1070,Sr5V3O12F,4.5
1071,SrBiClO2,3.52
1072,SrCrO4,2.45
1073,SrO,5.734999999999999
1074,SrPbO3,1.78
1075,SrS,4.779999999999999
1076,SrSe,4.42
1077,SrSeO4,4.75
1078,SrSnO3,4.1
1079,SrTaNO2,1.99
1080,SrTe,3.75
1081,SrTh(PS4)2,3.02
1082,SrTiO3,3.4124999999999996
1083,SrZrS3,0.9
1084,Ta2Mn3O8,1.89
1085,Ta2O5,4.2
1086,Ta2Tl4S11,1.26
1087,Ta4Cu2O11,2.6500000000000004
1088,Ta7Cu3O19,2.47
1089,TaCu3S4,3.0
1090,TaNO,2.5999999999999996
1091,TaTl3S4,2.4400000000000004
1092,TaTlS3,0.78
1093,Tb(CuSe)3,0.16
1094,Tb(CuTe)3,0.46
1095,Tb2(MoO4)3,1.505
1096,Tb2EuSe4,2.0
1097,Tb2O3,3.0
1098,Tb4Al2O9,4.59
1099,Tb4GaSbS9,2.44
1100,TbWClO4,4.24
1101,TcS2,1.0
1102,Te2Mo,1.1266666666666667
1103,Te2Ru,0.25
1104,Te3As2,1.67375
1105,TeI,1.1
1106,TeI4,1.1
1107,TeO2,3.0
1108,TePb,0.27944444444444444
1109,TePb3Cl4O3,3.79
1110,TeSe,1.58
1111,Th2Se5,0.37
1112,ThO2,3.4
1113,ThSO,2.22
1114,ThSeO,1.65
1115,ThTeO,1.45
1116,Ti(Bi3O5)4,3.09
1117,Ti6H2O13,3.4
1118,TiCoSb,0.95
1119,TiFe2Si,0.4
1120,TiO2,3.3
1121,TiS3,0.9
1122,TiTlPS5,1.3
1123,Tl2BiP2S7,1.8
1124,Tl2Cu2SnS4,1.4
1125,Tl2GeTe3,0.365
1126,Tl2Hg3S4,2.05
1127,Tl2Hg3Se4,1.57
1128,Tl2Hg3Te4,0.9
1129,Tl2PAuS4,2.2
1130,Tl2S,1.0
1131,Tl2Te3,0.516
1132,Tl2TeBr6,2.06
1133,Tl2TeI6,1.4849999999999999
1134,Tl2TeS3,1.6
1135,Tl3AsSe3,1.3
1136,Tl3VS4,1.8099999999999998
1137,Tl4CdI6,2.8
1138,Tl4CuTeO6,2.2
1139,TlAsS2,2.185
1140,TlAsSe2,1.375
1141,TlBiTe2,0.12
1142,TlBr,2.99125
1143,TlCl,3.419090909090909
1144,TlCr5S8,1.01
1145,TlCuCl3,2.98
1146,TlGaS2,3.4
1147,TlGaSe2,1.65
1148,TlGaTe2,1.8
1149,TlHg6S4Br5,3.03
1150,TlHg6Se4Br5,2.8
1151,TlInHgS3,1.74
1152,TlInS2,2.3175
1153,TlInSe2,1.2063636363636363
1154,TlInTe2,0.6666666666666666
1155,TlN3,3.58
1156,TlS,1.3650000000000002
1157,TlSe,0.7638461538461538
1158,Tm(CuTe)3,0.14
1159,Tm2O3,4.53
1160,UHg3(TeCl3)2,2.6
1161,UHg4(AsCl3)2,1.9
1162,V2O5,2.3916666666666666
1163,V2Pb4(Se2O7)3,3.37
1164,V2Zn3TeO10,2.96
1165,V3As2O9,0.76
1166,V3Bi(PbO4)3,2.5
1167,VAg(IO4)2,2.24
1168,VCu3S4,1.0
1169,VFeSb,0.46
1170,VGa(TeO4)2,3.0
1171,VO,0.3
1172,VO2,0.49833333333333335
1173,VZn2BiO6,2.4
1174,WO3,2.8000000000000003
1175,WSe2,1.465
1176,Y(CuSe)3,0.88
1177,Y(CuTe)3,0.72
1178,Y2O3,5.6
1179,Y2S3,2.9
1180,Y3GaS6,2.88
1181,Y6Zn(SiS7)2,2.38
1182,YCuO2,3.5
1183,YMoClO4,3.82
1184,YMoO4F,3.78
1185,YN,1.9
1186,YNiSb,0.235
1187,YSbPd,0.27
1188,YSbPt,0.16
1189,Zn(GaSe2)2,1.72
1190,Zn(InS2)2,2.753
1191,Zn(InSe2)2,1.955
1192,Zn(InTe2)2,1.8733333333333333
1193,Zn2InCuSe4,1.1
1194,Zn2InCuTe4,1.05
1195,Zn2MoSeO7,4.2
1196,Zn2TeMoO7,4.1
1197,Zn3(BO3)2,2.6
1198,Zn3(PS4)2,3.07
1199,Zn3As2,0.948888888888889
1200,Zn3P2,1.1749999999999998
1201,Zn6S5Cl2,2.71
1202,ZnAs,0.9
1203,ZnAs2,1.0266666666666666
1204,ZnB12(H5O12)2,4.6
1205,ZnCu2GeS4,2.1
1206,ZnCu2SiS4,3.15
1207,ZnCu2SiSe4,2.33
1208,ZnCu2SiTe4,1.47
1209,ZnGeN2,3.05
1210,ZnGeP2,2.16
1211,ZnHg3(SCl2)2,2.65
1212,ZnI2,4.53
1213,ZnO,3.4031818181818183
1214,ZnS,3.7039999999999997
1215,ZnSb,1.0833333333333333
1216,ZnSe,2.774375
1217,ZnSi(AgS2)2,3.28
1218,ZnSiAs2,2.12
1219,ZnSiP2,2.07
1220,ZnSnO3,3.9
1221,ZnSnP2,1.6275
1222,ZnTe,2.288888888888889
1223,ZrHg4(PCl3)2,3.22
1224,ZrO2,4.99
1225,ZrS2,2.75
1226,ZrS3,2.2249999999999996
1227,ZrSe2,2.0
1228,ZrSe3,1.45
