,formula,target
997,SbRuSe,0.7829000000000006
589,K2Mo2Se2O11,2.787
1087,Ta4Cu2O11,1.2731
273,CdGeP2,0.6455000000000002
389,CsYZnSe3,2.1117
475,GaS,2.0036
1079,SrTaNO2,1.1168000000000005
433,Eu(HoSe2)2,0.1142000000000003
286,CdSnAs2,0.0062999999999999
550,InBi2S4Cl,1.593
252,CaZnSO,2.6853
136,Ba3Nb2Se9,1.0023
837,NaSbTe2,0.6588999999999992
693,La4Fe(SbS5)2,0.0799000000000003
834,NaSbF6,4.8892
720,Li3PS4,2.8091
801,Na2TeS3,1.7828
769,MgCu2SiS4,1.6730999999999998
1147,TlGaSe2,1.5111000000000003
1071,SrBiClO2,3.3015
591,K2NbCuSe4,1.6164
652,KInSe2,1.4816
1103,Te2Ru,0.2847000000000008
687,La2Zn(SeO)2,2.4958
296,Co2Te3O8,2.4752
938,Rb3Na(MoO4)2,4.5827
730,LiCa3As2H,1.4416999999999995
624,K4GeSe4,2.0003
1006,Sc(CuSe)3,0.9079000000000006
1225,ZrS2,1.0418
140,Ba3Ta2ZnO9,3.3488
473,GaN,1.7264999999999997
645,KCu4AsS4,1.2885000000000004
55,AsSeI,1.2345000000000002
950,Rb7Th2(P2Se7)3,1.0757
1152,TlInS2,0.4748000000000001
862,Ni2Te3O8,0.5076
309,Cs2Cd3(B4O7)4,4.5525
49,AsOsS,1.1795
148,Ba5In4Te4S7,1.1328999999999998
106,Ba2NdInSe5,1.0692000000000004
290,CdTeO3,3.0793
146,Ba5(Ga2Se5)2,2.0136000000000003
131,Ba3GeS5,2.0632
1051,SnI4,2.0284
763,Mg3AsN,2.2817999999999996
850,Nd10Se14O,1.3835000000000002
796,Na2Mo2Se2O11,2.7771999999999997
1050,SnI2,1.7061000000000002
658,KPSe3,1.4182
607,K2VAgS4,1.3049999999999995
1221,ZnSnP2,0.7042999999999999
440,Fe2B(PO4)3,2.025
605,K2Th(CuS2)2,1.1260000000000003
87,Ba2GaAsSe5,1.8703
1,Ag2GeSe3,0.1251
340,Cs4BiAs3Se7,1.4739000000000002
1135,Tl3AsSe3,0.8813999999999997
26,Al2Se3,1.8004000000000002
772,MgO,4.4292
1054,SnS,0.9047999999999998
1134,Tl2TeS3,1.2603000000000004
627,K6Cd4Sn3Se13,1.4058
366,CsInS2,2.1704
143,Ba3V2(SeO4)4,2.6965000000000003
540,In4Te3,0.1223999999999998
171,BaNaB5O9,5.0076
872,P2Se5,1.2912
941,Rb3Sb2Br9,2.149
601,K2Sn2Hg3S8,1.4179
1165,V3As2O9,1.2701000000000002
1107,TeO2,3.0604
272,CdGeAs2,0.0085000000000001
1048,SnGe,0.2086999999999998
835,NaSbS2,0.8857000000000004
399,CuBiPbS3,0.6137000000000006
965,RbInS2,2.4494
48,AsI3,2.2375000000000003
260,Cd4As2I3,1.1746
488,Ge2Sb2Te5,0.2878999999999996
702,LaGaS3,2.2220000000000004
461,GaAgS2,0.9622000000000002
88,Ba2GaBiS5,2.391
28,AlAgO2,1.4090999999999996
358,CsF,5.2626
169,BaIn2(P2O7)2,4.0047999999999995
956,RbCd(BO2)3,3.8078
1100,TbWClO4,3.4255
449,Ga2HgS4,1.5714
669,KTa3(TeO6)2,2.9431000000000003
30,AlAgSe2,1.1351999999999998
381,CsSbSe2,1.1312
416,Dy2Te3,0.5488
974,RbTa3(TeO6)2,2.8998
824,NaIn(TeO3)2,2.9873000000000003
766,Mg3Sb2,1.3212000000000002
617,K3Sm(AsS4)2,1.6795000000000002
545,In6Se7,0.4608000000000007
707,Li2B4O7,5.668
1195,Zn2MoSeO7,3.7131
220,BiTeNO6,2.8005
786,Na(GeP)3,1.0854999999999997
186,Be3N2,3.3145000000000007
638,KBiS2,1.4158000000000002
345,CsAgSb4S7,1.6887
1039,SmBiW2O9,2.6689000000000003
270,CdCu2GeS4,0.3884999999999996
1175,WSe2,1.4465
1078,SrSnO3,1.7365
197,Bi2Se3,0.3769
795,Na2In2SiS6,2.2375
196,Bi2S3,1.3617999999999997
242,Ca5B3O9F,4.236800000000001
164,BaGa2SiSe6,2.3893999999999997
1143,TlCl,2.5181
341,Cs4Ge(PSe3)4,1.3838
213,BiSBr,2.032
470,GaCuTe2,0.2057999999999999
1049,SnGeS3,1.6591
460,GaAgO2,0.5832999999999999
466,GaCuGeSe4,0.7335000000000003
237,Ca3(BN2)2,2.4714000000000005
725,LiB3,0.0918999999999998
863,NiO,2.3008999999999995
480,Gd2O3,2.9411000000000005
1086,Ta2Tl4S11,1.5232999999999994
438,EuAl2O4,0.0991999999999997
599,K2SmP2S7,2.2591
955,RbBr,4.192
317,Cs2MgSn3Se8,1.4299
285,CdSiP2,1.4257
77,Ba2B6H4O13,5.2372
469,GaCuSe2,0.0398
723,LiAsS2,1.0664000000000002
543,In5CuS8,0.1614000000000004
41,As2Os,0.6646999999999998
139,Ba3Ta2Se9,1.202
484,Gd4GaSbS9,1.5180000000000002
989,Sb5IO7,2.4997000000000003
1110,TeSe,0.7062000000000008
110,Ba2SmGaTe5,1.0132
656,KNb3(TeO6)2,2.4149000000000003
462,GaAgSe2,0.24919999999999978
266,CdAs2,0.1331999999999999
984,Sb2Os,0.3447000000000013
5,Ag3AsS3,1.6277999999999997
976,RbV(CuS2)2,0.8835999999999999
256,Cd(InSe2)2,0.9564
1121,TiS3,0.2261000000000006
728,LiBiS2,1.4793000000000005
153,BaBClF4,5.9817
847,NbAg2(PS4)2,1.6183
1185,YN,0.1510000000000007
455,Ga2Se2O7,3.4975
943,Rb3Ta2AsS11,1.8938
988,Sb3IO4,2.5352
555,InPS4,2.4754000000000005
606,K2Ti(CuS2)2,1.6735000000000002
1119,TiFe2Si,0.4015999999999984
1024,SiP,1.7395
229,Ca10Ge16(B2O17)3,2.7264
141,Ba3Tb2(PS4)4,2.3711
465,GaBi25O39,2.1910000000000007
917,Rb2Cd3Se4,1.4123
293,CeMoO4F,0.1015000000000005
298,CoP2,0.4377999999999993
826,NaInS2,1.8377
774,MgSiN2,3.9662000000000006
1108,TePb,0.8063000000000002
1142,TlBr,2.1678
311,Cs2Cu2Sb2S5,1.1042999999999998
666,KSm2CuS4,0.5692000000000004
915,Rb2Cd3(B4O7)4,4.5081
1022,SiB3,1.4080000000000004
982,RuSe2,0.3137999999999996
137,Ba3P3ClO10,5.1465
378,CsSb,0.5557999999999996
813,NaAsS2,1.3553
570,K2Cd3S4,1.7876
369,CsInTe3O8,3.066
530,In2HgSe4,0.6337000000000002
886,PbBr2,2.6426999999999996
1156,TlS,0.8102
133,Ba3In2(PO4)4,3.7254
538,In4Bi3S10,1.0139000000000005
839,NaSm(PS3)2,2.5197
1218,ZnSiAs2,0.8866
788,Na2Cd(GeS3)2,2.2385
339,Cs3Sb2I9,1.8679
228,Ca(SmS2)2,2.0833999999999997
456,Ga2Se3,1.0436
307,Cs2Al2B2O7,4.2490000000000006
405,CuN3,1.5383
968,RbNa2Sb,0.5682
361,CsGeB3O7,4.5981
677,KZn4(BO3)3,2.8200000000000003
402,CuCl,0.5569000000000002
727,LiBi3(ClO2)2,2.7135
517,HgO,1.1867
748,LiMgN,2.2706999999999997
193,Bi2I4O13,3.0737
527,In2B(PO4)3,3.9141
1182,YCuO2,2.647
