,formula,target
438,EuAl2O4,2.74
599,K2SmP2S7,2.59
955,RbBr,7.45
317,Cs2MgSn3Se8,1.92
285,CdSiP2,2.151666666666667
77,Ba2B6H4O13,6.53
469,GaCuSe2,1.6133333333333333
723,LiAsS2,1.6
543,In5CuS8,1.34
41,As2Os,0.91
139,Ba3Ta2Se9,1.6
484,Gd4GaSbS9,2.41
989,Sb5IO7,1.95
1110,TeSe,1.58
110,Ba2SmGaTe5,1.04
656,KNb3(TeO6)2,3.52
462,GaAgSe2,1.6733333333333331
266,CdAs2,1.0666666666666667
984,Sb2Os,0.23666666666666666
5,Ag3AsS3,2.07375
976,RbV(CuS2)2,1.45
256,Cd(InSe2)2,1.6079999999999999
1121,TiS3,0.9
728,LiBiS2,0.16
153,BaBClF4,6.89
847,NbAg2(PS4)2,2.02
1185,YN,1.9
455,Ga2Se2O7,4.61
943,Rb3Ta2AsS11,2.21
988,Sb3IO4,2.61
555,InPS4,3.12
606,K2Ti(CuS2)2,2.04
1119,TiFe2Si,0.4
1024,SiP,2.0
229,Ca10Ge16(B2O17)3,5.47
141,Ba3Tb2(PS4)4,3.37
465,GaBi25O39,2.99
917,Rb2Cd3Se4,2.37
293,CeMoO4F,2.52
298,CoP2,0.35
826,NaInS2,1.9
774,MgSiN2,4.05
1108,TePb,0.27944444444444444
1142,TlBr,2.99125
311,Cs2Cu2Sb2S5,1.6
666,KSm2CuS4,2.17
915,Rb2Cd3(B4O7)4,4.76
1022,SiB3,2.0
982,RuSe2,1.0
137,Ba3P3ClO10,6.89
378,CsSb,0.7050000000000001
813,NaAsS2,2.2800000000000002
570,K2Cd3S4,2.75
369,CsInTe3O8,3.9
530,In2HgSe4,0.6
886,PbBr2,3.31
1156,TlS,1.3650000000000002
133,Ba3In2(PO4)4,3.87
538,In4Bi3S10,1.42
839,NaSm(PS3)2,2.54
1218,ZnSiAs2,2.12
788,Na2Cd(GeS3)2,2.8899999999999997
339,Cs3Sb2I9,1.89
228,Ca(SmS2)2,2.05
456,Ga2Se3,2.07
307,Cs2Al2B2O7,4.13
405,CuN3,4.17
968,RbNa2Sb,1.0
361,CsGeB3O7,5.76
677,KZn4(BO3)3,2.32
402,CuCl,3.2564285714285717
727,LiBi3(ClO2)2,3.35
517,HgO,2.3449999999999998
748,LiMgN,3.2
193,Bi2I4O13,3.3
527,In2B(PO4)3,5.39
1182,YCuO2,3.5
